FieldType,OriginalValue,AnonymizedValue,Index
Handle,1600,test-1600,3018
Handle,1596,test-1596,3019
Handle,1595,test-1595,3020
Handle,1594,test-1594,3023
Handle,1593,test-1593,3026
Handle,1592,test-1592,3027
Handle,1589,test-1589,3028
Handle,1588,test-1588,3030
Handle,1587,test-1587,3032
Handle,1576,test-1576,3034
Handle,1575,test-1575,3035
Handle,1573,test-1573,3037
Handle,1571,test-1571,3039
Handle,1569,test-1569,3040
Handle,1568,test-1568,3041
Handle,1567,test-1567,3042
Handle,1566,test-1566,3043
Handle,1563,test-1563,3044
Handle,1552,test-1552,3045
Handle,1549,test-1549,3046
Handle,1548,test-1548,3048
Handle,1547,test-1547,3051
Handle,1546,test-1546,3052
Handle,1545,test-1545,3055
Handle,1543,test-1543,3056
Handle,1542,test-1542,3057
Handle,1540,test-1540,3058
Handle,1534,test-1534,3061
Handle,1533,test-1533,3063
Handle,1532,test-1532,3065
Handle,1531,test-1531,3067
Handle,1530,test-1530,3069
Handle,1529,test-1529,3071
Handle,1528,test-1528,3072
Handle,1527,test-1527,3073
Handle,1526,test-1526,3074
Handle,1525,test-1525,3076
Handle,1524,test-1524,3077
Handle,1523,test-1523,3078
Handle,1522,test-1522,3079
Handle,1521,test-1521,3080
Handle,1520,test-1520,3081
Handle,1519,test-1519,3082
Handle,1517,test-1517,3083
Handle,1516,test-1516,3084
Handle,1515,test-1515,3085
Handle,1514,test-1514,3086
Handle,1512,test-1512,3087
Handle,1511,test-1511,3088
Handle,1510,test-1510,3089
Handle,1509,test-1509,3090
Handle,1508,test-1508,3091
Handle,1507,test-1507,3092
Handle,1506,test-1506,3094
Handle,1505,test-1505,3096
Handle,1504,test-1504,3098
Handle,1503,test-1503,3100
Handle,1501,test-1501,3101
Handle,1500,test-1500,3102
Handle,1494,test-1494,3103
Handle,1491,test-1491,3105
Handle,1490,test-1490,3106
Handle,1489,test-1489,3107
Handle,1488,test-1488,3108
Handle,1486,test-1486,3109
Handle,1485,test-1485,3112
Handle,1484,test-1484,3113
Handle,1483,test-1483,3114
Handle,1482,test-1482,3115
Handle,1481,test-1481,3117
Handle,1480,test-1480,3118
Handle,1477,test-1477,3119
Handle,1476,test-1476,3120
Handle,1475,test-1475,3122
Handle,1474,test-1474,3124
Handle,1473,test-1473,3127
Handle,1472,test-1472,3129
Handle,1471,test-1471,3131
Handle,1469,test-1469,3132
Handle,1468,test-1468,3133
Handle,1467,test-1467,3134
Handle,1466,test-1466,3135
Handle,1465,test-1465,3136
Handle,1464,test-1464,3137
Handle,1461,test-1461,3139
Handle,1460,test-1460,3140
Handle,1459,test-1459,3141
Handle,1457,test-1457,3142
Handle,1456,test-1456,3143
Handle,1455,test-1455,3144
Handle,1454,test-1454,3147
Handle,1453,test-1453,3148
Handle,1452,test-1452,3150
Handle,1451,test-1451,3152
Handle,1450,test-1450,3153
Handle,1447,test-1447,3154
Handle,1446,test-1446,3155
Handle,1445,test-1445,3156
Handle,1444,test-1444,3157
Handle,1443,test-1443,3158
Handle,1442,test-1442,3159
Handle,1441,test-1441,3160
Handle,1440,test-1440,3161
Handle,1439,test-1439,3162
Handle,1438,test-1438,3163
Handle,1437,test-1437,3164
Handle,1433,test-1433,3165
Handle,1431,test-1431,3166
Handle,1430,test-1430,3167
Handle,1429,test-1429,3168
Handle,1428,test-1428,3169
Handle,1427,test-1427,3170
Handle,1426,test-1426,3171
Handle,1425,test-1425,3172
Handle,1424,test-1424,3173
Handle,1417,test-1417,3175
Handle,1414,test-1414,3177
Handle,1413,test-1413,3178
Handle,1412,test-1412,3180
Handle,1410,test-1410,3182
Handle,141,test-141,3184
Handle,1406,test-1406,3187
Handle,1404,test-1404,3188
Handle,1403,test-1403,3189
Handle,1402,test-1402,3190
Handle,1401,test-1401,3192
Handle,1400,test-1400,3194
Handle,1399,test-1399,3195
Handle,1397,test-1397,3196
Handle,1395,test-1395,3198
Handle,1394,test-1394,3199
Handle,1393,test-1393,3200
Handle,1391,test-1391,3201
Handle,1390,test-1390,3202
Handle,1389,test-1389,3203
Handle,1384,test-1384,3204
Handle,1383,test-1383,3205
Handle,1382,test-1382,3206
Handle,1381,test-1381,3207
Handle,1380,test-1380,3208
Handle,1379,test-1379,3209
Handle,1378,test-1378,3210
Handle,1377,test-1377,3211
Handle,1376,test-1376,3212
Handle,1375,test-1375,3213
Handle,1374,test-1374,3214
Handle,1373,test-1373,3215
Handle,1372,test-1372,3216
Handle,1371,test-1371,3217
Handle,1370,test-1370,3218
Handle,1361,test-1361,3219
Handle,1360,test-1360,3220
Handle,1359,test-1359,3221
Handle,1358,test-1358,3222
Handle,1357,test-1357,3223
Handle,1355,test-1355,3224
Handle,1354,test-1354,3225
Handle,1353,test-1353,3226
Handle,1352,test-1352,3227
Handle,1350,test-1350,3228
Handle,1349,test-1349,3229
Handle,1348,test-1348,3231
Handle,1346,test-1346,3233
Handle,1345,test-1345,3234
Handle,1344,test-1344,3235
Handle,1343,test-1343,3236
Handle,1342,test-1342,3237
Handle,1341,test-1341,3238
Handle,1338,test-1338,3239
Handle,1337,test-1337,3240
Handle,1336,test-1336,3241
Handle,1335,test-1335,3242
Handle,1334,test-1334,3244
Handle,1331,test-1331,3245
Handle,1330,test-1330,3247
Handle,1329,test-1329,3248
Handle,1328,test-1328,3250
Handle,1324,test-1324,3252
Handle,1323,test-1323,3255
Handle,1321,test-1321,3257
Handle,1320,test-1320,3259
Handle,1319,test-1319,3261
Handle,1318,test-1318,3263
Handle,1317,test-1317,3265
Handle,1316,test-1316,3267
Handle,1314,test-1314,3269
Handle,1312,test-1312,3271
Handle,1311,test-1311,3273
Handle,1308,test-1308,3275
Handle,1307,test-1307,3277
Handle,1305,test-1305,3279
Handle,1304,test-1304,3281
Handle,1303,test-1303,3283
Handle,1302,test-1302,3285
Handle,1301,test-1301,3287
Handle,1300,test-1300,3289
Handle,1299,test-1299,3291
Handle,1298,test-1298,3293
Handle,1292,test-1292,3295
Handle,1285,test-1285,3296
Handle,1284,test-1284,3298
Handle,1283,test-1283,3300
Handle,1282,test-1282,3302
Handle,1279,test-1279,3304
Handle,1278,test-1278,3307
Handle,1277,test-1277,3309
Handle,1276,test-1276,3311
Handle,1275,test-1275,3313
Handle,1267,test-1267,3315
Handle,1266,test-1266,3320
Handle,1255,test-1255,3323
Handle,1254,test-1254,3325
Handle,1249,test-1249,3327
Handle,1247,test-1247,3329
Handle,1245,test-1245,3331
Handle,1243,test-1243,3333
Handle,1242,test-1242,3335
Handle,1240,test-1240,3337
Handle,1238,test-1238,3339
Handle,1237,test-1237,3341
Handle,1236,test-1236,3343
Handle,1235,test-1235,3345
Handle,1234,test-1234,3347
Handle,1233,test-1233,3349
Handle,1232,test-1232,3351
Handle,1229,test-1229,3353
Handle,1228,test-1228,3355
Handle,1227,test-1227,3357
Handle,1215,test-1215,3359
Handle,1211,test-1211,3361
Handle,1210,test-1210,3363
Handle,1209,test-1209,3365
Handle,1207,test-1207,3367
Handle,1204,test-1204,3370
Handle,1203,test-1203,3373
Handle,1202,test-1202,3376
Handle,1201,test-1201,3378
Handle,1200,test-1200,3380
Handle,1199,test-1199,3382
Handle,1198,test-1198,3384
Handle,1196,test-1196,3386
Handle,1195,test-1195,3389
Handle,1176,test-1176,3392
Handle,116,test-116,3395
Handle,114,test-114,3397
Handle,113,test-113,3399
Handle,1113,test-1113,3401
Handle,1112,test-1112,3403
Handle,1111,test-1111,3405
Handle,1110,test-1110,3407
Handle,1109,test-1109,3409
Handle,1108,test-1108,3411
Handle,1106,test-1106,3413
Handle,1104,test-1104,3416
Handle,1095,test-1095,3418
Handle,1092,test-1092,3421
Handle,1091,test-1091,3423
Handle,1090,test-1090,3425
Handle,1082,test-1082,3427
Handle,1080,test-1080,3429
Handle,1076,test-1076,3431
Handle,1075,test-1075,3434
Handle,1060,test-1060,3436
Handle,1059,test-1059,3439
Handle,1058,test-1058,3441
Handle,1057,test-1057,3443
Handle,1048,test-1048,3445
Handle,1047,test-1047,3448
Handle,1039,test-1039,3451
Handle,1038,test-1038,3453
Handle,1037,test-1037,3455
Handle,1030,test-1030,3457
Handle,1028,test-1028,3459
Handle,1025,test-1025,3461
Handle,1012,test-1012,3463
Handle,1010,test-1010,3466
Handle,1007,test-1007,3468
Handle,1006,test-1006,3469
Handle,1005,test-1005,3470
Handle,1004,test-1004,3471
Handle,1002,test-1002,3472
Handle,1000,test-1000,3473
Handle,1777,test-1777,3474
Handle,802,test-802,3477
Handle,999,test-999,3480
Handle,1001,test-1001,3481
Handle,1024,test-1024,3482
Handle,1023,test-1023,3484
Handle,102,test-102,3486
Handle,1011,test-1011,3488
Handle,1009,test-1009,3491
Title,プレミアムラップトップX1,テストプレミアムラップトップX1,2
Title,スマートウォッチPro,テストスマートウォッチPro,29
Title,オーガニックティーセット,テストオーガニックティーセット,52
Title,テスト決済用,テストテスト決済用,119
Title,冷凍大福10個入 仕切り 木型代,テスト冷凍大福10個入 仕切り 木型代,128
Title,㈱のりの太丸 冷凍大福10個入 仕切り,テスト㈱のりの太丸 冷凍大福10個入 仕切り,133
Title,どらやき8個入 仕切り 木型代,テストどらやき8個入 仕切り 木型代,138
Title,㈱のりの太丸様 どらやき8個入 仕切り,テスト㈱のりの太丸様 どらやき8個入 仕切り,140
Title,どらやき4個入 仕切り 木型代,テストどらやき4個入 仕切り 木型代,142
Title,㈱のりの太丸様 どらやき4個入 仕切り,テスト㈱のりの太丸様 どらやき4個入 仕切り,144
Title,【サンプル】菓子箱6号(ライトプルーフ),テスト【サンプル】菓子箱6号(ライトプルーフ),146
Title,菓子箱6号(ライトプルーフ),テスト菓子箱6号(ライトプルーフ),154
Title,【サンプル】菓子箱6号(nwホワイト),テスト【サンプル】菓子箱6号(nwホワイト),159
Title,菓子箱6号(nwホワイト),テスト菓子箱6号(nwホワイト),164
Title,【サンプル】菓子箱5号(ライトプルーフ),テスト【サンプル】菓子箱5号(ライトプルーフ),167
Title,菓子箱5号(ライトプルーフ),テスト菓子箱5号(ライトプルーフ),170
Title,【サンプル】菓子箱5号(nwホワイト),テスト【サンプル】菓子箱5号(nwホワイト),173
Title,菓子箱5号(nwホワイト),テスト菓子箱5号(nwホワイト),175
Title,【サンプル】菓子箱4号(ライトプルーフ),テスト【サンプル】菓子箱4号(ライトプルーフ),177
Title,菓子箱4号(ライトプルーフ),テスト菓子箱4号(ライトプルーフ),181
Title,【サンプル】菓子箱4号(nwホワイト),テスト【サンプル】菓子箱4号(nwホワイト),183
Title,菓子箱4号(nwホワイト),テスト菓子箱4号(nwホワイト),185
Title,【アーカイブ化テスト用】ケーキピック Y-黄金ツリー (コピー),テスト【アーカイブ化テスト用】ケーキピック Y-黄金ツリー (コピー),187
Title,ふじもとテスト用【サンプル】イーグリップ M ナチュラルグレー (コピー),テストふじもとテスト用【サンプル】イーグリップ M ナチュラルグレー (コピー),194
Title,Cake design-hane様　ｶｯﾌﾟｹｰｷﾎﾙﾀﾞｰ木型代,テストCake design-hane様　ｶｯﾌﾟｹｰｷﾎﾙﾀﾞｰ木型代,200
Title,Cake design-hane様　カップケーキホルダー,テストCake design-hane様　カップケーキホルダー,203
Title,【サンプル】イーグリップ M ナチュラルグレー,テスト【サンプル】イーグリップ M ナチュラルグレー,206
Title,【サンプル】イーグリップ S ナチュラルグレー,テスト【サンプル】イーグリップ S ナチュラルグレー,212
Title,チーズサンドケーキ箱　木型代,テストチーズサンドケーキ箱　木型代,215
Title,チーズサンドケーキ箱,テストチーズサンドケーキ箱,218
Title,代引き手数料,テスト代引き手数料,220
Title,テスト2,テストテスト2,227
Title,【サンプル】クリスマスシール 34×34mm(5×8片),テスト【サンプル】クリスマスシール 34×34mm(5×8片),235
Title,【サンプル】紙袋 STジェラート ブラックチョコ,テスト【サンプル】紙袋 STジェラート ブラックチョコ,241
Title,【サンプル】紙袋 STジェラート ココア,テスト【サンプル】紙袋 STジェラート ココア,247
Title,【サンプル】紙袋 STジェラート くろごま,テスト【サンプル】紙袋 STジェラート くろごま,250
Title,【サンプル】ギフトボックスL(マットピンク),テスト【サンプル】ギフトボックスL(マットピンク),253
Title,【サンプル】ギフトボックスM(マットピンク),テスト【サンプル】ギフトボックスM(マットピンク),258
Title,エリエール プロワイプ ストロングタオルE50 ハンディ100(100枚/パック),テストエリエール プロワイプ ストロングタオルE50 ハンディ100(100枚/パック),261
Title,超吸収キッチンタオル マルチクロス Sサイズ(80枚/パック),テスト超吸収キッチンタオル マルチクロス Sサイズ(80枚/パック),270
Title,エルヴェール ペーパータオル クリア シングル 手のひらサイズ(300枚/パック),テストエルヴェール ペーパータオル クリア シングル 手のひらサイズ(300枚/パック),275
Title,エリエール ペーパータオル スマートタイプ 無漂白 シングル 中判(200枚/パック),テストエリエール ペーパータオル スマートタイプ 無漂白 シングル 中判(200枚/パック),279
Title,【無料プレゼント】バレンタインシール 34×34mm(5×8片)_80枚(40枚×2シート),テスト【無料プレゼント】バレンタインシール 34×34mm(5×8片)_80枚(40枚×2シート),283
Title,紙袋 STジェラート ブラックチョコ,テスト紙袋 STジェラート ブラックチョコ,286
Title,紙袋 STジェラート ココア,テスト紙袋 STジェラート ココア,290
Title,紙袋 STジェラート くろごま,テスト紙袋 STジェラート くろごま,293
Title,バレンタインシール スモーキーハートP(84枚×10束)_840枚,テストバレンタインシール スモーキーハートP(84枚×10束)_840枚,296
Title,バレンタインシール ピュアハートV(48枚×10束)_480枚,テストバレンタインシール ピュアハートV(48枚×10束)_480枚,301
Title,ギフトボックスL(マットピンク),テストギフトボックスL(マットピンク),304
Title,ギフトボックスM(マットピンク),テストギフトボックスM(マットピンク),308
Title,クリスマスデコ箱4号H130(エコクラフト),テストクリスマスデコ箱4号H130(エコクラフト),312
Title,宅配用ダンボール(ケーキ) 内寸280×280×240,テスト宅配用ダンボール(ケーキ) 内寸280×280×240,318
Title,宅配用ダンボール(ケーキ) 内寸240×240×230,テスト宅配用ダンボール(ケーキ) 内寸240×240×230,329
Title,瓶入ティラミス4個用パッケージ,テスト瓶入ティラミス4個用パッケージ,332
Title,製版代/宅配用ダンボール(ケーキ) 内寸260×140×150,テスト製版代/宅配用ダンボール(ケーキ) 内寸260×140×150,336
Title,ギフトボックスミストグレー210×140×70,テストギフトボックスミストグレー210×140×70,338
Title,ゆうかり作業所様パウンドケーキ箱/チャコール(箔押),テストゆうかり作業所様パウンドケーキ箱/チャコール(箔押),340
Title,ギフトボックスクラフト 245×165×50mm,テストギフトボックスクラフト 245×165×50mm,342
Title,ギフトボックスクラフト 165×165×50mm,テストギフトボックスクラフト 165×165×50mm,344
Title,宅配用ダンボール(ケーキ) 内寸260×140×150,テスト宅配用ダンボール(ケーキ) 内寸260×140×150,346
Title,パティスリーベル様 UNIライトプルーフ4号,テストパティスリーベル様 UNIライトプルーフ4号,348
Title,製版代/ハードBミニボックス用ケース,テスト製版代/ハードBミニボックス用ケース,350
Title,金型代/ハードBミニボックス用ケース,テスト金型代/ハードBミニボックス用ケース,352
Title,カットシフォンケーキ8個入箱(クリオロ),テストカットシフォンケーキ8個入箱(クリオロ),354
Title,カットシフォンケーキ5個入箱(クリオロ),テストカットシフォンケーキ5個入箱(クリオロ),356
Title,NOYU様 UNIクラフトロールケーキ箱,テストNOYU様 UNIクラフトロールケーキ箱,358
Title,スリムパウンドケーキ箱ミストグレー215×75×70,テストスリムパウンドケーキ箱ミストグレー215×75×70,360
Title,木型代/長尾農園様別注品 ギフトボックス ダークグレー,テスト木型代/長尾農園様別注品 ギフトボックス ダークグレー,362
Title,Earthfull様ギフトボックスM 別寸,テストEarthfull様ギフトボックスM 別寸,364
Title,製造テスト代/ハードBミニボックス用ケース,テスト製造テスト代/ハードBミニボックス用ケース,366
Title,バウムクーヘン化粧箱 EF,テストバウムクーヘン化粧箱 EF,368
Title,UNIナチュラルグレーカットケーキ箱3号M_UEG006,テストUNIナチュラルグレーカットケーキ箱3号M_UEG006,371
Title,ハードバウムクーヘンホール用BOX,テストハードバウムクーヘンホール用BOX,373
Title,製版代/ハードバウムクーヘンホール用BOX,テスト製版代/ハードバウムクーヘンホール用BOX,375
Title,シートドライヤー SD-5050K_500個入り,テストシートドライヤー SD-5050K_500個入り,377
Title,木型代/ハードBミニボックス用ケース,テスト木型代/ハードBミニボックス用ケース,380
Title,プレーン缶100角(シルバー)_グラシン紙付,テストプレーン缶100角(シルバー)_グラシン紙付,382
Title,ギフトボックスM(ダークグレー)箔押し,テストギフトボックスM(ダークグレー)箔押し,388
Title,木型代/別注品ギフトボックスライトプルーフ箔押し,テスト木型代/別注品ギフトボックスライトプルーフ箔押し,390
